,Country,Year,SP.POP.TOTL
11601,NER,1971,4637988
11602,NER,1972,4768227
11603,NER,1973,4902151
11604,NER,1974,5040798
11605,NER,1975,5184941
11606,NER,1976,5335085
11607,NER,1977,5491153
11608,NER,1978,5652652
11609,NER,1979,5818763
11610,NER,1980,5989004
11611,NER,1981,6163705
11612,NER,1982,6343523
11613,NER,1983,6528641
11614,NER,1984,6719309
11615,NER,1985,6915997
11616,NER,1986,7118883
11617,NER,1987,7328943
11618,NER,1988,7548433
11619,NER,1989,7780245
11620,NER,1990,8026591
11621,NER,1991,8288735
11622,NER,1992,8566770
11623,NER,1993,8860287
11624,NER,1994,9168312
11625,NER,1995,9490288
11626,NER,1996,9826598
11627,NER,1997,10178201
11628,NER,1998,10545716
11629,NER,1999,10929918
11630,NER,2000,11331557
11631,NER,2001,11751365
11632,NER,2002,12189983
11633,NER,2003,12647984
11634,NER,2004,13125916
11635,NER,2005,13624467
11636,NER,2006,14143971
11637,NER,2007,14685399
11638,NER,2008,15250908
11639,NER,2009,15843133
11640,NER,2010,16464025
11641,NER,2011,17114761
11642,NER,2012,17795191
11643,NER,2013,18504255
11644,NER,2014,19240157
11645,NER,2015,20001663
11646,NER,2016,20788838
11647,NER,2017,21602472
11648,NER,2018,22442948
11649,NER,2019,23310715
11651,NGA,1960,45138458
11652,NGA,1961,46063563
11653,NGA,1962,47029822
11654,NGA,1963,48032934
11655,NGA,1964,49066760
11656,NGA,1965,50127921
11657,NGA,1966,51217973
11658,NGA,1967,52342233
11659,NGA,1968,53506196
11660,NGA,1969,54717039
11661,NGA,1970,55982144
11662,NGA,1971,57296983
11663,NGA,1972,58665808
11664,NGA,1973,60114625
11665,NGA,1974,61677177
11666,NGA,1975,63374298
11667,NGA,1976,65221378
11668,NGA,1977,67203128
11669,NGA,1978,69271917
11670,NGA,1979,71361131
11671,NGA,1980,73423633
11672,NGA,1981,75440502
11673,NGA,1982,77427546
11674,NGA,1983,79414840
11675,NGA,1984,81448755
11676,NGA,1985,83562785
11677,NGA,1986,85766399
11678,NGA,1987,88048032
11679,NGA,1988,90395271
11680,NGA,1989,92788027
11681,NGA,1990,95212450
11682,NGA,1991,97667632
11683,NGA,1992,100161710
11684,NGA,1993,102700753
11685,NGA,1994,105293700
11686,NGA,1995,107948335
11687,NGA,1996,110668794
11688,NGA,1997,113457663
11689,NGA,1998,116319759
11690,NGA,1999,119260063
11691,NGA,2000,122283850
11692,NGA,2001,125394046
11693,NGA,2002,128596076
11694,NGA,2003,131900631
11695,NGA,2004,135320422
11696,NGA,2005,138865016
11697,NGA,2006,142538308
11698,NGA,2007,146339977
11699,NGA,2008,150269623
11700,NGA,2009,154324933
11701,NGA,2010,158503197
11702,NGA,2011,162805071
11703,NGA,2012,167228767
11704,NGA,2013,171765769
11705,NGA,2014,176404902
11706,NGA,2015,181137448
11707,NGA,2016,185960289
11708,NGA,2017,190873311
11709,NGA,2018,195874740
11710,NGA,2019,200963599
11712,MKD,1960,1488667
11713,MKD,1961,1507654
11714,MKD,1962,1527111
11715,MKD,1963,1547450
11716,MKD,1964,1569142
11717,MKD,1965,1592433
11718,MKD,1966,1617795
11719,MKD,1967,1644943
11720,MKD,1968,1672399
11721,MKD,1969,1698144
11722,MKD,1970,1720800
11723,MKD,1971,1739521
11724,MKD,1972,1754956
11725,MKD,1973,1768991
11726,MKD,1974,1784398
11727,MKD,1975,1803010
11728,MKD,1976,1825552
11729,MKD,1977,1851069
11730,MKD,1978,1877688
11731,MKD,1979,1902719
11732,MKD,1980,1924197
11733,MKD,1981,1941530
11734,MKD,1982,1955243
11735,MKD,1983,1965895
11736,MKD,1984,1974415
11737,MKD,1985,1981534
11738,MKD,1986,1987538
11739,MKD,1987,1992274
11740,MKD,1988,1995513
11741,MKD,1989,1996870
11742,MKD,1990,1996228
11743,MKD,1991,1993302
11744,MKD,1992,1988659
11745,MKD,1993,1984028
11746,MKD,1994,1981703
11747,MKD,1995,1983252
11748,MKD,1996,1989443
11749,MKD,1997,1999598
11750,MKD,1998,2012057
11751,MKD,1999,2024394
11752,MKD,2000,2034819
11753,MKD,2001,2042842
11754,MKD,2002,2048928
11755,MKD,2003,2053426
11756,MKD,2004,2057048
11757,MKD,2005,2060273
11758,MKD,2006,2063131
11759,MKD,2007,2065426
11760,MKD,2008,2067313
11761,MKD,2009,2069039
11762,MKD,2010,2070741
11763,MKD,2011,2072487
11764,MKD,2012,2074278
11765,MKD,2013,2076067
11766,MKD,2014,2077775
11767,MKD,2015,2079328
11768,MKD,2016,2080745
11769,MKD,2017,2081996
11770,MKD,2018,2082958
11771,MKD,2019,2083459
11773,MNP,1960,9979
11774,MNP,1961,10245
11775,MNP,1962,10436
11776,MNP,1963,10590
11777,MNP,1964,10783
11778,MNP,1965,11022
11779,MNP,1966,11344
11780,MNP,1967,11721
11781,MNP,1968,12140
11782,MNP,1969,12574
11783,MNP,1970,12994
11784,MNP,1971,13429
11785,MNP,1972,13882
11786,MNP,1973,14325
11787,MNP,1974,14677
11788,MNP,1975,14924
11789,MNP,1976,15026
11790,MNP,1977,15048
11791,MNP,1978,15170
11792,MNP,1979,15638
11793,MNP,1980,16633
11794,MNP,1981,18158
11795,MNP,1982,20167
11796,MNP,1983,22622
11797,MNP,1984,25500
11798,MNP,1985,28720
11799,MNP,1986,32370
11800,MNP,1987,36377
11801,MNP,1988,40288
11802,MNP,1989,43540
11803,MNP,1990,45752
11804,MNP,1991,46666
11805,MNP,1992,46476
11806,MNP,1993,45758
11807,MNP,1994,45364
11808,MNP,1995,45870
11809,MNP,1996,47521
11810,MNP,1997,50056
11811,MNP,1998,52997
11812,MNP,1999,55636
11813,MNP,2000,57453
11814,MNP,2001,58321
11815,MNP,2002,58420
11816,MNP,2003,57947
11817,MNP,2004,57246
11818,MNP,2005,56542
11819,MNP,2006,55882
11820,MNP,2007,55219
11821,MNP,2008,54625
11822,MNP,2009,54193
11823,MNP,2010,53971
11824,MNP,2011,54012
11825,MNP,2012,54311
11826,MNP,2013,54784
11827,MNP,2014,55305
11828,MNP,2015,55780
11829,MNP,2016,56188
11830,MNP,2017,56562
11831,MNP,2018,56882
11832,MNP,2019,57216
11834,NOR,1960,3581239
11835,NOR,1961,3609800
11836,NOR,1962,3638918
11837,NOR,1963,3666537
11838,NOR,1964,3694339
11839,NOR,1965,3723168
11840,NOR,1966,3753012
11841,NOR,1967,3784539
11842,NOR,1968,3816486
11843,NOR,1969,3847707
11844,NOR,1970,3875763
11845,NOR,1971,3903039
11846,NOR,1972,3933004
11847,NOR,1973,3960612
11848,NOR,1974,3985258
11849,NOR,1975,4007313
11850,NOR,1976,4026152
11851,NOR,1977,4043205
11852,NOR,1978,4058671
11853,NOR,1979,4072517
11854,NOR,1980,4085620
11855,NOR,1981,4099702
11856,NOR,1982,4114787
11857,NOR,1983,4128432
11858,NOR,1984,4140099
11859,NOR,1985,4152516
11860,NOR,1986,4167354
11861,NOR,1987,4186905
11862,NOR,1988,4209488
11863,NOR,1989,4226901
11864,NOR,1990,4241473
11865,NOR,1991,4261732
11866,NOR,1992,4286401
11867,NOR,1993,4311991
11868,NOR,1994,4336613
11869,NOR,1995,4359184
11870,NOR,1996,4381336
11871,NOR,1997,4405157
11872,NOR,1998,4431464
11873,NOR,1999,4461913
11874,NOR,2000,4490967
11875,NOR,2001,4513751
11876,NOR,2002,4538159
11877,NOR,2003,4564855
11878,NOR,2004,4591910
11879,NOR,2005,4623291
11880,NOR,2006,4660677
11881,NOR,2007,4709153
11882,NOR,2008,4768212
11883,NOR,2009,4828726
11884,NOR,2010,4889252
11885,NOR,2011,4953088
11886,NOR,2012,5018573
11887,NOR,2013,5079623
11888,NOR,2014,5137232
11889,NOR,2015,5188607
11890,NOR,2016,5234519
11891,NOR,2017,5276968
11892,NOR,2018,5311916
11893,NOR,2019,5347896
11895,OMN,1960,551740
11896,OMN,1961,564893
11897,OMN,1962,578823
11898,OMN,1963,593504
11899,OMN,1964,608889
11900,OMN,1965,625009
11901,OMN,1966,642001
11902,OMN,1967,660114
11903,OMN,1968,679595
11904,OMN,1969,700729
11905,OMN,1970,723851
11906,OMN,1971,748968
11907,OMN,1972,776380
11908,OMN,1973,806986
11909,OMN,1974,841950
11910,OMN,1975,882047
11911,OMN,1976,927436
11912,OMN,1977,977804
11913,OMN,1978,1032799
11914,OMN,1979,1091852
11915,OMN,1980,1154377
11916,OMN,1981,1220585
11917,OMN,1982,1290111
11918,OMN,1983,1361087
11919,OMN,1984,1431070
11920,OMN,1985,1498418
11921,OMN,1986,1561185
11922,OMN,1987,1619863
11923,OMN,1988,1678110
11924,OMN,1989,1741156
11925,OMN,1990,1812161
11926,OMN,1991,1893768
11927,OMN,1992,1983275
11928,OMN,1993,2072104
11929,OMN,1994,2148419
11930,OMN,1995,2204277
11931,OMN,1996,2236654
11932,OMN,1997,2249762
11933,OMN,1998,2251864
11934,OMN,1999,2254904
11935,OMN,2000,2267973
11936,OMN,2001,2294962
11937,OMN,2002,2334858
11938,OMN,2003,2386166
11939,OMN,2004,2445517
11940,OMN,2005,2511251
11941,OMN,2006,2580758
11942,OMN,2007,2657158
11943,OMN,2008,2750963
11944,OMN,2009,2876186
11945,OMN,2010,3041434
11946,OMN,2011,3251108
11947,OMN,2012,3498029
11948,OMN,2013,3764805
11949,OMN,2014,4027260
11950,OMN,2015,4267348
11951,OMN,2016,4479219
11952,OMN,2017,4665935
11953,OMN,2018,4829483
11954,OMN,2019,4974986
11956,PAK,1960,44988690
11957,PAK,1961,46065231
11958,PAK,1962,47198878
11959,PAK,1963,48387301
11960,PAK,1964,49627623
11961,PAK,1965,50917975
11962,PAK,1966,52260189
11963,PAK,1967,53655789
11964,PAK,1968,55102684
11965,PAK,1969,56598144
11966,PAK,1970,58142060
11967,PAK,1971,59734481
11968,PAK,1972,61381987
11969,PAK,1973,63099406
11970,PAK,1974,64905998
11971,PAK,1975,66816877
11972,PAK,1976,68834326
11973,PAK,1977,70958169
11974,PAK,1978,73197258
11975,PAK,1979,75561131
11976,PAK,1980,78054343
11977,PAK,1981,80680459
11978,PAK,1982,83431605
11979,PAK,1983,86285935
11980,PAK,1984,89213706
11981,PAK,1985,92191510
11982,PAK,1986,95215378
11983,PAK,1987,98285755
11984,PAK,1988,101389603
11985,PAK,1989,104512881
11986,PAK,1990,107647921
11987,PAK,1991,110778648
11988,PAK,1992,113911126
11989,PAK,1993,117086685
11990,PAK,1994,120362762
11991,PAK,1995,123776839
11992,PAK,1996,127349290
11993,PAK,1997,131057431
11994,PAK,1998,134843233
11995,PAK,1999,138624621
11996,PAK,2000,142343578
11997,PAK,2001,145978402
11998,PAK,2002,149549700
11999,PAK,2003,153093373
12000,PAK,2004,156664697
12001,PAK,2005,160304008
12002,PAK,2006,164022627
12003,PAK,2007,167808105
12004,PAK,2008,171648986
12005,PAK,2009,175525609
12006,PAK,2010,179424641
12007,PAK,2011,183340592
12008,PAK,2012,187281475
12009,PAK,2013,191262919
12010,PAK,2014,195306825
12011,PAK,2015,199426964
12012,PAK,2016,203627284
12013,PAK,2017,207896686
12014,PAK,2018,212215030
12015,PAK,2019,216565318
12017,PLW,1960,9771
12018,PLW,1961,10049
12019,PLW,1962,10317
12020,PLW,1963,10569
12021,PLW,1964,10799
12022,PLW,1965,11003
12023,PLW,1966,11179
12024,PLW,1967,11326
12025,PLW,1968,11464
12026,PLW,1969,11618
12027,PLW,1970,11811
12028,PLW,1971,12053
12029,PLW,1972,12340
12030,PLW,1973,12628
12031,PLW,1974,12831
12032,PLW,1975,12904
12033,PLW,1976,12837
12034,PLW,1977,12646
12035,PLW,1978,12403
12036,PLW,1979,12229
12037,PLW,1980,12179
12038,PLW,1981,12279
12039,PLW,1982,12516
12040,PLW,1983,12843
12041,PLW,1984,13195
12042,PLW,1985,13528
12043,PLW,1986,13831
12044,PLW,1987,14123
12045,PLW,1988,14402
12046,PLW,1989,14709
12047,PLW,1990,15058
12048,PLW,1991,15441
12049,PLW,1992,15856
12050,PLW,1993,16290
12051,PLW,1994,16717
12052,PLW,1995,17164
12053,PLW,1996,17593
12054,PLW,1997,18014
12055,PLW,1998,18410
12056,PLW,1999,18776
12057,PLW,2000,19105
12058,PLW,2001,19386
12059,PLW,2002,19637
12060,PLW,2003,19809
12061,PLW,2004,19867
12062,PLW,2005,19781
12063,PLW,2006,19540
12064,PLW,2007,19158
12065,PLW,2008,18704
12066,PLW,2009,18285
12067,PLW,2010,17955
12068,PLW,2011,17745
12069,PLW,2012,17640
12070,PLW,2013,17606
12071,PLW,2014,17626
12072,PLW,2015,17665
12073,PLW,2016,17725
12074,PLW,2017,17808
12075,PLW,2018,17907
12076,PLW,2019,18008
12078,PAN,1960,1132997
12079,PAN,1961,1167113
12080,PAN,1962,1202449
12081,PAN,1963,1238889
12082,PAN,1964,1276331
12083,PAN,1965,1314677
12084,PAN,1966,1353842
12085,PAN,1967,1393825
12086,PAN,1968,1434669
12087,PAN,1969,1476481
12088,PAN,1970,1519285
12089,PAN,1971,1563093
12090,PAN,1972,1607796
12091,PAN,1973,1653212
12092,PAN,1974,1699054
12093,PAN,1975,1745138
12094,PAN,1976,1791380
12095,PAN,1977,1837800
12096,PAN,1978,1884424
12097,PAN,1979,1931304
12098,PAN,1980,1978487
12099,PAN,1981,2025971
12100,PAN,1982,2073757
12101,PAN,1983,2121860
12102,PAN,1984,2170325
12103,PAN,1985,2219201
12104,PAN,1986,2268500
12105,PAN,1987,2318264
12106,PAN,1988,2368551
12107,PAN,1989,2419426
12108,PAN,1990,2470947
12109,PAN,1991,2523118
12110,PAN,1992,2575954
12111,PAN,1993,2629580
12112,PAN,1994,2684116
12113,PAN,1995,2739668
12114,PAN,1996,2796291
12115,PAN,1997,2853913
12116,PAN,1998,2912316
12117,PAN,1999,2971196
12118,PAN,2000,3030328
12119,PAN,2001,3089648
12120,PAN,2002,3149188
12121,PAN,2003,3209048
12122,PAN,2004,3269356
12123,PAN,2005,3330217
12124,PAN,2006,3391666
12125,PAN,2007,3453675
12126,PAN,2008,3516204
12127,PAN,2009,3579215
12128,PAN,2010,3642687
12129,PAN,2011,3706483
12130,PAN,2012,3770624
12131,PAN,2013,3835437
12132,PAN,2014,3901315
12133,PAN,2015,3968487
12134,PAN,2016,4037078
12135,PAN,2017,4106771
12136,PAN,2018,4176873
12137,PAN,2019,4246439
12139,PNG,1960,2255859
12140,PNG,1961,2297059
12141,PNG,1962,2340352
12142,PNG,1963,2385946
12143,PNG,1964,2434223
12144,PNG,1965,2485437
12145,PNG,1966,2539674
12146,PNG,1967,2596820
12147,PNG,1968,2656633
12148,PNG,1969,2718811
12149,PNG,1970,2783121
12150,PNG,1971,2849532
12151,PNG,1972,2918139
12152,PNG,1973,2989202
12153,PNG,1974,3063049
12154,PNG,1975,3139945
12155,PNG,1976,3219829
12156,PNG,1977,3302633
12157,PNG,1978,3388618
12158,PNG,1979,3478100
12159,PNG,1980,3571205
12160,PNG,1981,3668104
12161,PNG,1982,3768483
12162,PNG,1983,3871492
12163,PNG,1984,3975956
12164,PNG,1985,4081030
12165,PNG,1986,4186499
12166,PNG,1987,4292563
12167,PNG,1988,4399324
12168,PNG,1989,4506991
12169,PNG,1990,4615839
12170,PNG,1991,4725547
12171,PNG,1992,4836217
12172,PNG,1993,4949051
12173,PNG,1994,5065661
12174,PNG,1995,5187060
12175,PNG,1996,5314248
12176,PNG,1997,5446641
12177,PNG,1998,5581762
12178,PNG,1999,5716161
12179,PNG,2000,5847586
12180,PNG,2001,5974629
12181,PNG,2002,6098621
12182,PNG,2003,6223377
12183,PNG,2004,6354245
12184,PNG,2005,6494903
12185,PNG,2006,6646895
12186,PNG,2007,6808514
12187,PNG,2008,6976201
12188,PNG,2009,7144776
12189,PNG,2010,7310507
12190,PNG,2011,7472200
12191,PNG,2012,7631002
12192,PNG,2013,7788379
12193,PNG,2014,7946731
12194,PNG,2015,8107775
12195,PNG,2016,8271760
12196,PNG,2017,8438029
12197,PNG,2018,8606316
12198,PNG,2019,8776109
12200,PRY,1960,1903982
12201,PRY,1961,1954548
12202,PRY,1962,2006670
12203,PRY,1963,2060339
12204,PRY,1964,2115567
12205,PRY,1965,2172306
12206,PRY,1966,2230741
12207,PRY,1967,2290798
12208,PRY,1968,2351925
12209,PRY,1969,2413396
12210,PRY,1970,2474763
12211,PRY,1971,2535873
12212,PRY,1972,2597154
12213,PRY,1973,2659421
12214,PRY,1974,2723812
12215,PRY,1975,2791241
12216,PRY,1976,2861867
12217,PRY,1977,2935712
12218,PRY,1978,3013282
12219,PRY,1979,3095145
12220,PRY,1980,3181625
12221,PRY,1981,3272912
12222,PRY,1982,3368773
12223,PRY,1983,3468535
12224,PRY,1984,3571272
12225,PRY,1985,3676210
12226,PRY,1986,3783074
12227,PRY,1987,3891734
12228,PRY,1988,4001681
12229,PRY,1989,4112386
12230,PRY,1990,4223415
12231,PRY,1991,4334345
12232,PRY,1992,4445016
12233,PRY,1993,4555521
12234,PRY,1994,4666094
12235,PRY,1995,4776843
12236,PRY,1996,4887632
12237,PRY,1997,4998100
12238,PRY,1998,5107839
12239,PRY,1999,5216349
12240,PRY,2000,5323201
12241,PRY,2001,5428444
12242,PRY,2002,5531962
12243,PRY,2003,5632983
12244,PRY,2004,5730549
12245,PRY,2005,5824096
12246,PRY,2006,5913209
12247,PRY,2007,5998427
12248,PRY,2008,6081296
12249,PRY,2009,6163972
12250,PRY,2010,6248020
12251,PRY,2011,6333976
12252,PRY,2012,6421512
12253,PRY,2013,6510276
12254,PRY,2014,6599526
12255,PRY,2015,6688746
12256,PRY,2016,6777872
12257,PRY,2017,6867062
12258,PRY,2018,6956071
12259,PRY,2019,7044636
12261,PER,1960,10155015
12262,PER,1961,10446620
12263,PER,1962,10749466
12264,PER,1963,11062300
12265,PER,1964,11383373
12266,PER,1965,11711392
12267,PER,1966,12045787
12268,PER,1967,12386879
12269,PER,1968,12735486
12270,PER,1969,13092852
12271,PER,1970,13459794
12272,PER,1971,13836367
12273,PER,1972,14221961
12274,PER,1973,14615845
12275,PER,1974,15017055
12276,PER,1975,15424744
12277,PER,1976,15838572
12278,PER,1977,16258321
12279,PER,1978,16683456
12280,PER,1979,17113388
12281,PER,1980,17547610
12282,PER,1981,17985393
12283,PER,1982,18426415
12284,PER,1983,18870993
12285,PER,1984,19319746
12286,PER,1985,19772872
12287,PER,1986,20230384
12288,PER,1987,20691283
12289,PER,1988,21153459
12290,PER,1989,21614193
12291,PER,1990,22071433
12292,PER,1991,22522378
12293,PER,1992,22966818
12294,PER,1993,23408131
12295,PER,1994,23851408
12296,PER,1995,24299160
12297,PER,1996,24753824
12298,PER,1997,25210954
12299,PER,1998,25658062
12300,PER,1999,26078293
12301,PER,2000,26459944
12302,PER,2001,26799285
12303,PER,2002,27100968
12304,PER,2003,27372226
12305,PER,2004,27624213
12306,PER,2005,27866145
12307,PER,2006,28102056
12308,PER,2007,28333052
12309,PER,2008,28562317
12310,PER,2009,28792655
12311,PER,2010,29027674
12312,PER,2011,29264318
12313,PER,2012,29506788
12314,PER,2013,29773987
12315,PER,2014,30090359
12316,PER,2015,30470734
12317,PER,2016,30926032
12318,PER,2017,31444297
12319,PER,2018,31989256
12320,PER,2019,32510453
12322,PHL,1960,26269734
12323,PHL,1961,27161047
12324,PHL,1962,28077339
12325,PHL,1963,29012625
12326,PHL,1964,29958688
12327,PHL,1965,30909988
12328,PHL,1966,31864182
12329,PHL,1967,32823968
12330,PHL,1968,33795194
12331,PHL,1969,34786305
12332,PHL,1970,35803594
12333,PHL,1971,36849675
12334,PHL,1972,37923396
12335,PHL,1973,39022767
12336,PHL,1974,40144248
12337,PHL,1975,41285742
12338,PHL,1976,42446653
12339,PHL,1977,43629412
12340,PHL,1978,44838483
12341,PHL,1979,46079850
12342,PHL,1980,47357743
12343,PHL,1981,48672838
12344,PHL,1982,50023563
12345,PHL,1983,51408912
12346,PHL,1984,52827040
12347,PHL,1985,54275822
12348,PHL,1986,55755355
12349,PHL,1987,57263836
12350,PHL,1988,58795001
12351,PHL,1989,60340767
12352,PHL,1990,61895160
12353,PHL,1991,63454786
12354,PHL,1992,65020116
12355,PHL,1993,66593904
12356,PHL,1994,68180859
12357,PHL,1995,69784088
12358,PHL,1996,71401749
12359,PHL,1997,73030884
12360,PHL,1998,74672014
12361,PHL,1999,76325927
12362,PHL,2000,77991755
12363,PHL,2001,79672873
12364,PHL,2002,81365258
12365,PHL,2003,83051971
12366,PHL,2004,84710542
12367,PHL,2005,86326250
12368,PHL,2006,87888675
12369,PHL,2007,89405482
12370,PHL,2008,90901965
12371,PHL,2009,92414158
12372,PHL,2010,93966780
12373,PHL,2011,95570047
12374,PHL,2012,97212638
12375,PHL,2013,98871552
12376,PHL,2014,100513138
12377,PHL,2015,102113212
12378,PHL,2016,103663927
12379,PHL,2017,105173264
12380,PHL,2018,106651922
12381,PHL,2019,108116615
12383,POL,1960,29637450
12384,POL,1961,29964000
12385,POL,1962,30308500
12386,POL,1963,30712000
12387,POL,1964,31139450
12388,POL,1965,31444950
12389,POL,1966,31681000
12390,POL,1967,31987155
12391,POL,1968,32294655
12392,POL,1969,32548300
12393,POL,1970,32664300
12394,POL,1971,32783500
12395,POL,1972,33055650
12396,POL,1973,33357200
12397,POL,1974,33678899
12398,POL,1975,34015199
12399,POL,1976,34356300
12400,POL,1977,34689050
12401,POL,1978,34965600
12402,POL,1979,35247217
12403,POL,1980,35574150
12404,POL,1981,35898587
12405,POL,1982,36230481
12406,POL,1983,36571808
12407,POL,1984,36904134
12408,POL,1985,37201885
12409,POL,1986,37456119
12410,POL,1987,37668045
12411,POL,1988,37824487
12412,POL,1989,37961529
12413,POL,1990,38110782
12414,POL,1991,38246193
12415,POL,1992,38363667
12416,POL,1993,38461408
12417,POL,1994,38542652
12418,POL,1995,38594998
12419,POL,1996,38624370
12420,POL,1997,38649660
12421,POL,1998,38663481
12422,POL,1999,38660271
12423,POL,2000,38258629
12424,POL,2001,38248076
12425,POL,2002,38230364
12426,POL,2003,38204570
12427,POL,2004,38182222
12428,POL,2005,38165445
12429,POL,2006,38141267
12430,POL,2007,38120560
12431,POL,2008,38125759
12432,POL,2009,38151603
12433,POL,2010,38042794
12434,POL,2011,38063255
12435,POL,2012,38063164
12436,POL,2013,38040196
12437,POL,2014,38011735
12438,POL,2015,37986412
12439,POL,2016,37970087
12440,POL,2017,37974826
12441,POL,2018,37974750
12442,POL,2019,37970874
12444,PRT,1960,8857716
12445,PRT,1961,8929316
12446,PRT,1962,8993985
12447,PRT,1963,9030355
12448,PRT,1964,9035365
12449,PRT,1965,8998595
12450,PRT,1966,8930990
12451,PRT,1967,8874520
12452,PRT,1968,8836650
12453,PRT,1969,8757705
12454,PRT,1970,8680431
12455,PRT,1971,8643756
12456,PRT,1972,8630430
12457,PRT,1973,8633100
12458,PRT,1974,8754365
12459,PRT,1975,9093470
12460,PRT,1976,9355810
12461,PRT,1977,9455675
12462,PRT,1978,9558250
12463,PRT,1979,9661265
12464,PRT,1980,9766312
12465,PRT,1981,9851362
12466,PRT,1982,9911771
12467,PRT,1983,9957865
12468,PRT,1984,9996232
12469,PRT,1985,10023613
12470,PRT,1986,10032734
12471,PRT,1987,10030031
