,Country,Year,SP.POP.TOTL
15209,UGA,1980,12442334
15210,UGA,1981,12825082
15211,UGA,1982,13221991
15212,UGA,1983,13638729
15213,UGA,1984,14082875
15214,UGA,1985,14559355
15215,UGA,1986,15070302
15216,UGA,1987,15612754
15217,UGA,1988,16180124
15218,UGA,1989,16763042
15219,UGA,1990,17354392
15220,UGA,1991,17953531
15221,UGA,1992,18561674
15222,UGA,1993,19175988
15223,UGA,1994,19793541
15224,UGA,1995,20413152
15225,UGA,1996,21032821
15226,UGA,1997,21655398
15227,UGA,1998,22290780
15228,UGA,1999,22952410
15229,UGA,2000,23650172
15230,UGA,2001,24388968
15231,UGA,2002,25167257
15232,UGA,2003,25980552
15233,UGA,2004,26821297
15234,UGA,2005,27684585
15235,UGA,2006,28571475
15236,UGA,2007,29486338
15237,UGA,2008,30431736
15238,UGA,2009,31411096
15239,UGA,2010,32428167
15240,UGA,2011,33476919
15241,UGA,2012,34559168
15242,UGA,2013,35695246
15243,UGA,2014,36912148
15244,UGA,2015,38225453
15245,UGA,2016,39647506
15246,UGA,2017,41162465
15247,UGA,2018,42723139
15248,UGA,2019,44269594
15250,UKR,1960,42664652
15251,UKR,1961,43206345
15252,UKR,1962,43752230
15253,UKR,1963,44288608
15254,UKR,1964,44796964
15255,UKR,1965,45264548
15256,UKR,1966,45684979
15257,UKR,1967,46063228
15258,UKR,1968,46411810
15259,UKR,1969,46749283
15260,UKR,1970,47088857
15261,UKR,1971,47435010
15262,UKR,1972,47783005
15263,UKR,1973,48125842
15264,UKR,1974,48452626
15265,UKR,1975,48755665
15266,UKR,1976,49032729
15267,UKR,1977,49287127
15268,UKR,1978,49523314
15269,UKR,1979,49747989
15270,UKR,1980,49965874
15271,UKR,1981,50221000
15272,UKR,1982,50384000
15273,UKR,1983,50564000
15274,UKR,1984,50754000
15275,UKR,1985,50917000
15276,UKR,1986,51097000
15277,UKR,1987,51293000
15278,UKR,1988,51521000
15279,UKR,1989,51773000
15280,UKR,1990,51891400
15281,UKR,1991,52000500
15282,UKR,1992,52150400
15283,UKR,1993,52179200
15284,UKR,1994,51921400
15285,UKR,1995,51512800
15286,UKR,1996,51057800
15287,UKR,1997,50594600
15288,UKR,1998,50144500
15289,UKR,1999,49674000
15290,UKR,2000,49176500
15291,UKR,2001,48662400
15292,UKR,2002,48202470
15293,UKR,2003,47812949
15294,UKR,2004,47451626
15295,UKR,2005,47105171
15296,UKR,2006,46787786
15297,UKR,2007,46509355
15298,UKR,2008,46258189
15299,UKR,2009,46053331
15300,UKR,2010,45870741
15301,UKR,2011,45706086
15302,UKR,2012,45593342
15303,UKR,2013,45489648
15304,UKR,2014,45272156
15305,UKR,2015,45154036
15306,UKR,2016,45004674
15307,UKR,2017,44831135
15308,UKR,2018,44622518
15309,UKR,2019,44385155
15311,ARE,1960,92418
15312,ARE,1961,100796
15313,ARE,1962,112118
15314,ARE,1963,125130
15315,ARE,1964,138039
15316,ARE,1965,149857
15317,ARE,1966,159976
15318,ARE,1967,169771
15319,ARE,1968,182627
15320,ARE,1969,203106
15321,ARE,1970,234514
15322,ARE,1971,277471
15323,ARE,1972,330974
15324,ARE,1973,394624
15325,ARE,1974,467451
15326,ARE,1975,548301
15327,ARE,1976,637922
15328,ARE,1977,735344
15329,ARE,1978,835508
15330,ARE,1979,931749
15331,ARE,1980,1019509
15332,ARE,1981,1096610
15333,ARE,1982,1164806
15334,ARE,1983,1228459
15335,ARE,1984,1293971
15336,ARE,1985,1366164
15337,ARE,1986,1446380
15338,ARE,1987,1533536
15339,ARE,1988,1627066
15340,ARE,1989,1725681
15341,ARE,1990,1828432
15342,ARE,1991,1937153
15343,ARE,1992,2052891
15344,ARE,1993,2173139
15345,ARE,1994,2294385
15346,ARE,1995,2415090
15347,ARE,1996,2539126
15348,ARE,1997,2671362
15349,ARE,1998,2813214
15350,ARE,1999,2966034
15351,ARE,2000,3134062
15352,ARE,2001,3302719
15353,ARE,2002,3478777
15354,ARE,2003,3711932
15355,ARE,2004,4068570
15356,ARE,2005,4588225
15357,ARE,2006,5300174
15358,ARE,2007,6168838
15359,ARE,2008,7089487
15360,ARE,2009,7917372
15361,ARE,2010,8549988
15362,ARE,2011,8946777
15363,ARE,2012,9141596
15364,ARE,2013,9197910
15365,ARE,2014,9214175
15366,ARE,2015,9262900
15367,ARE,2016,9360980
15368,ARE,2017,9487203
15369,ARE,2018,9630959
15370,ARE,2019,9770529
15372,GBR,1960,52400000
15373,GBR,1961,52800000
15374,GBR,1962,53250000
15375,GBR,1963,53650000
15376,GBR,1964,54000000
15377,GBR,1965,54348050
15378,GBR,1966,54648500
15379,GBR,1967,54943600
15380,GBR,1968,55211700
15381,GBR,1969,55441750
15382,GBR,1970,55663250
15383,GBR,1971,55896223
15384,GBR,1972,56086065
15385,GBR,1973,56194527
15386,GBR,1974,56229974
15387,GBR,1975,56225800
15388,GBR,1976,56211968
15389,GBR,1977,56193492
15390,GBR,1978,56196504
15391,GBR,1979,56246951
15392,GBR,1980,56314216
15393,GBR,1981,56333829
15394,GBR,1982,56313641
15395,GBR,1983,56332848
15396,GBR,1984,56422072
15397,GBR,1985,56550268
15398,GBR,1986,56681396
15399,GBR,1987,56802050
15400,GBR,1988,56928327
15401,GBR,1989,57076711
15402,GBR,1990,57247586
15403,GBR,1991,57424897
15404,GBR,1992,57580402
15405,GBR,1993,57718614
15406,GBR,1994,57865745
15407,GBR,1995,58019030
15408,GBR,1996,58166950
15409,GBR,1997,58316954
15410,GBR,1998,58487141
15411,GBR,1999,58682466
15412,GBR,2000,58892514
15413,GBR,2001,59119673
15414,GBR,2002,59370479
15415,GBR,2003,59647577
15416,GBR,2004,59987905
15417,GBR,2005,60401206
15418,GBR,2006,60846820
15419,GBR,2007,61322463
15420,GBR,2008,61806995
15421,GBR,2009,62276270
15422,GBR,2010,62766365
15423,GBR,2011,63258810
15424,GBR,2012,63700215
15425,GBR,2013,64128273
15426,GBR,2014,64602298
15427,GBR,2015,65116219
15428,GBR,2016,65611593
15429,GBR,2017,66058859
15430,GBR,2018,66460344
15431,GBR,2019,66834405
15433,USA,1960,180671000
15434,USA,1961,183691000
15435,USA,1962,186538000
15436,USA,1963,189242000
15437,USA,1964,191889000
15438,USA,1965,194303000
15439,USA,1966,196560000
15440,USA,1967,198712000
15441,USA,1968,200706000
15442,USA,1969,202677000
15443,USA,1970,205052000
15444,USA,1971,207661000
15445,USA,1972,209896000
15446,USA,1973,211909000
15447,USA,1974,213854000
15448,USA,1975,215973000
15449,USA,1976,218035000
15450,USA,1977,220239000
15451,USA,1978,222585000
15452,USA,1979,225055000
15453,USA,1980,227225000
15454,USA,1981,229466000
15455,USA,1982,231664000
15456,USA,1983,233792000
15457,USA,1984,235825000
15458,USA,1985,237924000
15459,USA,1986,240133000
15460,USA,1987,242289000
15461,USA,1988,244499000
15462,USA,1989,246819000
15463,USA,1990,249623000
15464,USA,1991,252981000
15465,USA,1992,256514000
15466,USA,1993,259919000
15467,USA,1994,263126000
15468,USA,1995,266278000
15469,USA,1996,269394000
15470,USA,1997,272657000
15471,USA,1998,275854000
15472,USA,1999,279040000
15473,USA,2000,282162411
15474,USA,2001,284968955
15475,USA,2002,287625193
15476,USA,2003,290107933
15477,USA,2004,292805298
15478,USA,2005,295516599
15479,USA,2006,298379912
15480,USA,2007,301231207
15481,USA,2008,304093966
15482,USA,2009,306771529
15483,USA,2010,309321666
15484,USA,2011,311556874
15485,USA,2012,313830990
15486,USA,2013,315993715
15487,USA,2014,318301008
15488,USA,2015,320635163
15489,USA,2016,322941311
15490,USA,2017,324985539
15491,USA,2018,326687501
15492,USA,2019,328239523
15494,URY,1960,2538643
15495,URY,1961,2571681
15496,URY,1962,2603882
15497,URY,1963,2635126
15498,URY,1964,2665388
15499,URY,1965,2694536
15500,URY,1966,2722875
15501,URY,1967,2750086
15502,URY,1968,2774759
15503,URY,1969,2795042
15504,URY,1970,2809793
15505,URY,1971,2818281
15506,URY,1972,2821461
15507,URY,1973,2822117
15508,URY,1974,2824095
15509,URY,1975,2830176
15510,URY,1976,2841372
15511,URY,1977,2856958
15512,URY,1978,2875728
15513,URY,1979,2895688
15514,URY,1980,2915389
15515,URY,1981,2934613
15516,URY,1982,2953852
15517,URY,1983,2973036
15518,URY,1984,2992246
15519,URY,1985,3011519
15520,URY,1986,3030649
15521,URY,1987,3049581
15522,URY,1988,3068705
15523,URY,1989,3088595
15524,URY,1990,3109601
15525,URY,1991,3131660
15526,URY,1992,3154464
15527,URY,1993,3177745
15528,URY,1994,3201151
15529,URY,1995,3224281
15530,URY,1996,3247381
15531,URY,1997,3270164
15532,URY,1998,3291053
15533,URY,1999,3308012
15534,URY,2000,3319736
15535,URY,2001,3325473
15536,URY,2002,3326040
15537,URY,2003,3323668
15538,URY,2004,3321476
15539,URY,2005,3321803
15540,URY,2006,3325401
15541,URY,2007,3331749
15542,URY,2008,3340221
15543,URY,2009,3349676
15544,URY,2010,3359275
15545,URY,2011,3368934
15546,URY,2012,3378974
15547,URY,2013,3389439
15548,URY,2014,3400434
15549,URY,2015,3412009
15550,URY,2016,3424132
15551,URY,2017,3436646
15552,URY,2018,3449299
15553,URY,2019,3461734
15555,UZB,1960,8526300
15556,UZB,1961,8813616
15557,UZB,1962,9113620
15558,UZB,1963,9428906
15559,UZB,1964,9762816
15560,UZB,1965,10116870
15561,UZB,1966,10493436
15562,UZB,1967,10889509
15563,UZB,1968,11294672
15564,UZB,1969,11694847
15565,UZB,1970,12080317
15566,UZB,1971,12446443
15567,UZB,1972,12796980
15568,UZB,1973,13140797
15569,UZB,1974,13491117
15570,UZB,1975,13857478
15571,UZB,1976,14242769
15572,UZB,1977,14643875
15573,UZB,1978,15057224
15574,UZB,1979,15476922
15575,UZB,1980,15898757
15576,UZB,1981,16321696
15577,UZB,1982,16747426
15578,UZB,1983,17177664
15579,UZB,1984,17615040
15580,UZB,1985,18061284
15581,UZB,1986,18515578
15582,UZB,1987,18976417
15583,UZB,1988,19443887
15584,UZB,1989,19918119
15585,UZB,1990,20510000
15586,UZB,1991,20952000
15587,UZB,1992,21449000
15588,UZB,1993,21942000
15589,UZB,1994,22377000
15590,UZB,1995,22785000
15591,UZB,1996,23225000
15592,UZB,1997,23667000
15593,UZB,1998,24051000
15594,UZB,1999,24311650
15595,UZB,2000,24650400
15596,UZB,2001,24964450
15597,UZB,2002,25271850
15598,UZB,2003,25567650
15599,UZB,2004,25864350
15600,UZB,2005,26167000
15601,UZB,2006,26488250
15602,UZB,2007,26868000
15603,UZB,2008,27302800
15604,UZB,2009,27767400
15605,UZB,2010,28562400
15606,UZB,2011,29339400
15607,UZB,2012,29774500
15608,UZB,2013,30243200
15609,UZB,2014,30757700
15610,UZB,2015,31298900
15611,UZB,2016,31847900
15612,UZB,2017,32388600
15613,UZB,2018,32956100
15614,UZB,2019,33580650
15616,VUT,1960,63689
15617,VUT,1961,65705
15618,VUT,1962,67794
15619,VUT,1963,69946
15620,VUT,1964,72115
15621,VUT,1965,74270
15622,VUT,1966,76395
15623,VUT,1967,78499
15624,VUT,1968,80657
15625,VUT,1969,82927
15626,VUT,1970,85377
15627,VUT,1971,88010
15628,VUT,1972,90809
15629,VUT,1973,93747
15630,VUT,1974,96774
15631,VUT,1975,99859
15632,VUT,1976,103006
15633,VUT,1977,106200
15634,VUT,1978,109405
15635,VUT,1979,112549
15636,VUT,1980,115597
15637,VUT,1981,118541
15638,VUT,1982,121395
15639,VUT,1983,124209
15640,VUT,1984,127049
15641,VUT,1985,129984
15642,VUT,1986,132995
15643,VUT,1987,136079
15644,VUT,1988,139315
15645,VUT,1989,142794
15646,VUT,1990,146573
15647,VUT,1991,150716
15648,VUT,1992,155170
15649,VUT,1993,159744
15650,VUT,1994,164129
15651,VUT,1995,168158
15652,VUT,1996,171722
15653,VUT,1997,174921
15654,VUT,1998,177987
15655,VUT,1999,181265
15656,VUT,2000,184972
15657,VUT,2001,189219
15658,VUT,2002,193920
15659,VUT,2003,198959
15660,VUT,2004,204127
15661,VUT,2005,209282
15662,VUT,2006,214370
15663,VUT,2007,219472
15664,VUT,2008,224704
15665,VUT,2009,230247
15666,VUT,2010,236211
15667,VUT,2011,242653
15668,VUT,2012,249499
15669,VUT,2013,256635
15670,VUT,2014,263888
15671,VUT,2015,271130
15672,VUT,2016,278330
15673,VUT,2017,285510
15674,VUT,2018,292680
15675,VUT,2019,299882
15677,VEN,1960,8141841
15678,VEN,1961,8439261
15679,VEN,1962,8742777
15680,VEN,1963,9052635
15681,VEN,1964,9369096
15682,VEN,1965,9692278
15683,VEN,1966,10022592
15684,VEN,1967,10359745
15685,VEN,1968,10702291
15686,VEN,1969,11048262
15687,VEN,1970,11396393
15688,VEN,1971,11745945
15689,VEN,1972,12097694
15690,VEN,1973,12453718
15691,VEN,1974,12816955
15692,VEN,1975,13189509
15693,VEN,1976,13572208
15694,VEN,1977,13964379
15695,VEN,1978,14364727
15696,VEN,1979,14771271
15697,VEN,1980,15182611
15698,VEN,1981,15597886
15699,VEN,1982,16017573
15700,VEN,1983,16443134
15701,VEN,1984,16876703
15702,VEN,1985,17319520
15703,VEN,1986,17772001
15704,VEN,1987,18232730
15705,VEN,1988,18698847
15706,VEN,1989,19166471
15707,VEN,1990,19632665
15708,VEN,1991,20096317
15709,VEN,1992,20557683
15710,VEN,1993,21016901
15711,VEN,1994,21474549
15712,VEN,1995,21931084
15713,VEN,1996,22385650
15714,VEN,1997,22837743
15715,VEN,1998,23288564
15716,VEN,1999,23739841
15717,VEN,2000,24192446
15718,VEN,2001,24646472
15719,VEN,2002,25100408
15720,VEN,2003,25551624
15721,VEN,2004,25996594
15722,VEN,2005,26432447
15723,VEN,2006,26850194
15724,VEN,2007,27247610
15725,VEN,2008,27635832
15726,VEN,2009,28031009
15727,VEN,2010,28439940
15728,VEN,2011,28888369
15729,VEN,2012,29362449
15730,VEN,2013,29783571
15731,VEN,2014,30045134
15732,VEN,2015,30081829
15733,VEN,2016,29846179
15734,VEN,2017,29390409
15735,VEN,2018,28870195
15736,VEN,2019,28515829
15738,VNM,1960,32670039
15739,VNM,1961,33666110
15740,VNM,1962,34683407
15741,VNM,1963,35721217
15742,VNM,1964,36779999
15743,VNM,1965,37858951
15744,VNM,1966,38958048
15745,VNM,1967,40072948
15746,VNM,1968,41193601
15747,VNM,1969,42307146
15748,VNM,1970,43404793
15749,VNM,1971,44484035
15750,VNM,1972,45548479
15751,VNM,1973,46603525
15752,VNM,1974,47657561
15753,VNM,1975,48718189
15754,VNM,1976,49785282
15755,VNM,1977,50861162
15756,VNM,1978,51959015
15757,VNM,1979,53095408
15758,VNM,1980,54281846
15759,VNM,1981,55522803
15760,VNM,1982,56814306
15761,VNM,1983,58148384
15762,VNM,1984,59512619
15763,VNM,1985,60896721
15764,VNM,1986,62293856
15765,VNM,1987,63701972
15766,VNM,1988,65120439
15767,VNM,1989,66550234
15768,VNM,1990,67988862
15769,VNM,1991,69436954
15770,VNM,1992,70883481
15771,VNM,1993,72300308
15772,VNM,1994,73651218
15773,VNM,1995,74910461
15774,VNM,1996,76068743
15775,VNM,1997,77133214
15776,VNM,1998,78115710
15777,VNM,1999,79035871
15778,VNM,2000,79910412
15779,VNM,2001,80742499
15780,VNM,2002,81534407
15781,VNM,2003,82301656
15782,VNM,2004,83062821
15783,VNM,2005,83832661
15784,VNM,2006,84617540
15785,VNM,2007,85419591
15786,VNM,2008,86243413
15787,VNM,2009,87092252
15788,VNM,2010,87967651
15789,VNM,2011,88871561
15790,VNM,2012,89802487
15791,VNM,2013,90753472
15792,VNM,2014,91714595
15793,VNM,2015,92677076
15794,VNM,2016,93638724
15795,VNM,2017,94596642
15796,VNM,2018,95540395
15797,VNM,2019,96462106
15799,VIR,1960,32500
15800,VIR,1961,34300
15801,VIR,1962,35000
15802,VIR,1963,39800
15803,VIR,1964,40800
15804,VIR,1965,43500
15805,VIR,1966,46200
15806,VIR,1967,49100
15807,VIR,1968,55700
15808,VIR,1969,60300
15809,VIR,1970,63476
15810,VIR,1971,70937
15811,VIR,1972,76319
15812,VIR,1973,84121
15813,VIR,1974,89941
15814,VIR,1975,94484
15815,VIR,1976,96166
15816,VIR,1977,93203
15817,VIR,1978,95929
15818,VIR,1979,96183
15819,VIR,1980,99636
15820,VIR,1981,99853
15821,VIR,1982,100068
15822,VIR,1983,100348
15823,VIR,1984,100600
15824,VIR,1985,100760
15825,VIR,1986,100842
15826,VIR,1987,100901
15827,VIR,1988,100952
15828,VIR,1989,101041
15829,VIR,1990,103963
15830,VIR,1991,104807
15831,VIR,1992,105712
15832,VIR,1993,106578
15833,VIR,1994,107318
15834,VIR,1995,107818
15835,VIR,1996,108095
15836,VIR,1997,108357
15837,VIR,1998,108537
15838,VIR,1999,108599
15839,VIR,2000,108642
15840,VIR,2001,108549
15841,VIR,2002,108510
15842,VIR,2003,108506
15843,VIR,2004,108467
15844,VIR,2005,108454
15845,VIR,2006,108371
15846,VIR,2007,108339
15847,VIR,2008,108399
15848,VIR,2009,108405
15849,VIR,2010,108358
15850,VIR,2011,108292
15851,VIR,2012,108191
15852,VIR,2013,108044
15853,VIR,2014,107884
15854,VIR,2015,107710
15855,VIR,2016,107510
15856,VIR,2017,107268
15857,VIR,2018,106977
15858,VIR,2019,106631
15890,PSE,1990,1978248
15891,PSE,1991,2068845
15892,PSE,1992,2163591
15893,PSE,1993,2262676
15894,PSE,1994,2366298
15895,PSE,1995,2474666
15896,PSE,1996,2587997
15897,PSE,1997,2706518
15898,PSE,1998,2776568
15899,PSE,1999,2848431
15900,PSE,2000,2922153
15901,PSE,2001,2997784
15902,PSE,2002,3075373
15903,PSE,2003,3154969
15904,PSE,2004,3236626
15905,PSE,2005,3320396
15906,PSE,2006,3406334
15907,PSE,2007,3494496
15908,PSE,2008,3591977
15909,PSE,2009,3689099
15910,PSE,2010,3786161
15911,PSE,2011,3882986
15912,PSE,2012,3979998
15913,PSE,2013,4076708
15914,PSE,2014,4173398
15915,PSE,2015,4270092
15916,PSE,2016,4367088
15917,PSE,2017,4454805
15918,PSE,2018,4569087
15919,PSE,2019,4685306
15921,YEM,1960,5315355
15922,YEM,1961,5393036
15923,YEM,1962,5473671
15924,YEM,1963,5556766
15925,YEM,1964,5641597
15926,YEM,1965,5727751
15927,YEM,1966,5816247
15928,YEM,1967,5907874
15929,YEM,1968,6001852
15930,YEM,1969,6097035
15931,YEM,1970,6193384
15932,YEM,1971,6290365
15933,YEM,1972,6390574
15934,YEM,1973,6500816
15935,YEM,1974,6629999
15936,YEM,1975,6784695
15937,YEM,1976,6967941
15938,YEM,1977,7178675
15939,YEM,1978,7414158
15940,YEM,1979,7669694
15941,YEM,1980,7941898
15942,YEM,1981,8231910
15943,YEM,1982,8541605
15944,YEM,1983,8869370
15945,YEM,1984,9213084
15946,YEM,1985,9572175
15947,YEM,1986,9941109
15948,YEM,1987,10322043
15949,YEM,1988,10730862
15950,YEM,1989,11189177
15951,YEM,1990,11709993
15952,YEM,1991,12302124
15953,YEM,1992,12954155
15954,YEM,1993,13634076
15955,YEM,1994,14297613
15956,YEM,1995,14913315
15957,YEM,1996,15469274
15958,YEM,1997,15975668
15959,YEM,1998,16450310
15960,YEM,1999,16921149
15961,YEM,2000,17409072
15962,YEM,2001,17918373
15963,YEM,2002,18443691
15964,YEM,2003,18985000
15965,YEM,2004,19540098
15966,YEM,2005,20107409
15967,YEM,2006,20687646
15968,YEM,2007,21282515
15969,YEM,2008,21892146
15970,YEM,2009,22516460
15971,YEM,2010,23154855
15972,YEM,2011,23807588
15973,YEM,2012,24473178
15974,YEM,2013,25147109
15975,YEM,2014,25823485
15976,YEM,2015,26497889
15977,YEM,2016,27168210
15978,YEM,2017,27834821
15979,YEM,2018,28498687
15980,YEM,2019,29161922
15982,ZMB,1960,3070776
15983,ZMB,1961,3164329
15984,ZMB,1962,3260650
15985,ZMB,1963,3360104
15986,ZMB,1964,3463213
15987,ZMB,1965,3570464
15988,ZMB,1966,3681955
15989,ZMB,1967,3797873
15990,ZMB,1968,3918872
15991,ZMB,1969,4045740
15992,ZMB,1970,4179067
15993,ZMB,1971,4319224
15994,ZMB,1972,4466174
15995,ZMB,1973,4619546
15996,ZMB,1974,4778724
15997,ZMB,1975,4943283
15998,ZMB,1976,5112823
15999,ZMB,1977,5287548
16000,ZMB,1978,5468262
16001,ZMB,1979,5656139
16002,ZMB,1980,5851825
16003,ZMB,1981,6055366
16004,ZMB,1982,6265864
16005,ZMB,1983,6481916
16006,ZMB,1984,6701540
16007,ZMB,1985,6923149
16008,ZMB,1986,7146969
16009,ZMB,1987,7372837
16010,ZMB,1988,7598275
16011,ZMB,1989,7820205
16012,ZMB,1990,8036845
16013,ZMB,1991,8246656
16014,ZMB,1992,8451347
16015,ZMB,1993,8656486
16016,ZMB,1994,8869740
16017,ZMB,1995,9096607
16018,ZMB,1996,9339733
16019,ZMB,1997,9597609
16020,ZMB,1998,9866476
16021,ZMB,1999,10140561
16022,ZMB,2000,10415944
16023,ZMB,2001,10692193
16024,ZMB,2002,10971698
16025,ZMB,2003,11256743
16026,ZMB,2004,11550642
16027,ZMB,2005,11856247
16028,ZMB,2006,12173514
16029,ZMB,2007,12502958
16030,ZMB,2008,12848530
16031,ZMB,2009,13215139
16032,ZMB,2010,13605984
16033,ZMB,2011,14023193
16034,ZMB,2012,14465121
16035,ZMB,2013,14926504
16036,ZMB,2014,15399753
16037,ZMB,2015,15879361
16038,ZMB,2016,16363507
16039,ZMB,2017,16853688
16040,ZMB,2018,17351822
16041,ZMB,2019,17861030
16043,ZWE,1960,3776681
16044,ZWE,1961,3905034
16045,ZWE,1962,4039201
16046,ZWE,1963,4178726
16047,ZWE,1964,4322861
16048,ZWE,1965,4471177
16049,ZWE,1966,4623351
16050,ZWE,1967,4779827
16051,ZWE,1968,4941906
16052,ZWE,1969,5111337
16053,ZWE,1970,5289303
16054,ZWE,1971,5476982
16055,ZWE,1972,5673911
16056,ZWE,1973,5877726
16057,ZWE,1974,6085074
16058,ZWE,1975,6293875
16059,ZWE,1976,6502569
16060,ZWE,1977,6712827
16061,ZWE,1978,6929664
16062,ZWE,1979,7160023
16063,ZWE,1980,7408624
16064,ZWE,1981,7675591
16065,ZWE,1982,7958241
16066,ZWE,1983,8254747
16067,ZWE,1984,8562249
16068,ZWE,1985,8877489
16069,ZWE,1986,9200149
16070,ZWE,1987,9527203
16071,ZWE,1988,9849125
16072,ZWE,1989,10153852
16073,ZWE,1990,10432421
16074,ZWE,1991,10680995
16075,ZWE,1992,10900502
16076,ZWE,1993,11092766
16077,ZWE,1994,11261744
16078,ZWE,1995,11410714
16079,ZWE,1996,11541217
16080,ZWE,1997,11653242
16081,ZWE,1998,11747072
16082,ZWE,1999,11822719
16083,ZWE,2000,11881477
16084,ZWE,2001,11923914
16085,ZWE,2002,11954290
16086,ZWE,2003,11982224
16087,ZWE,2004,12019912
16088,ZWE,2005,12076699
16089,ZWE,2006,12155491
16090,ZWE,2007,12255922
16091,ZWE,2008,12379549
16092,ZWE,2009,12526968
16093,ZWE,2010,12697723
16094,ZWE,2011,12894316
16095,ZWE,2012,13115131
16096,ZWE,2013,13350356
16097,ZWE,2014,13586681
16098,ZWE,2015,13814629
16099,ZWE,2016,14030390
16100,ZWE,2017,14236745
16101,ZWE,2018,14439018
16102,ZWE,2019,14645468
